class,timing_ns
baseline,1240.0070575178217
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1240.0070575178217
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1240.0070575178217
baseline,1250.007114433288
baseline,1240.0070575178217
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1240.0070575178217
baseline,1250.007114433288
baseline,1240.0070575178217
baseline,1240.0070575178217
baseline,1240.0070575178217
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1240.0070575178217
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1260.0071713487544
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1260.0071713487544
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1240.0070575178217
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1240.0070575178217
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1240.0070575178217
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1240.0070575178217
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1260.0071713487544
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1260.0071713487544
baseline,1240.0070575178217
baseline,1240.0070575178217
baseline,1250.007114433288
baseline,1240.0070575178217
baseline,1240.0070575178217
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1240.0070575178217
baseline,1250.007114433288
baseline,1240.0070575178217
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1260.0071713487544
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1240.0070575178217
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1240.0070575178217
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1240.0070575178217
baseline,1240.0070575178217
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1260.0071713487544
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1240.0070575178217
baseline,1250.007114433288
baseline,1240.0070575178217
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1240.0070575178217
baseline,1240.0070575178217
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1240.0070575178217
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1240.0070575178217
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1240.0070575178217
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1240.0070575178217
baseline,1250.007114433288
baseline,1240.0070575178217
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1240.0070575178217
baseline,1240.0070575178217
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1240.0070575178217
baseline,1240.0070575178217
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1240.0070575178217
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1240.0070575178217
baseline,1250.007114433288
baseline,1240.0070575178217
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1240.0070575178217
baseline,1240.0070575178217
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1240.0070575178217
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1240.0070575178217
baseline,1250.007114433288
baseline,1240.0070575178217
baseline,1240.0070575178217
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1240.0070575178217
baseline,1240.0070575178217
baseline,1240.0070575178217
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1240.0070575178217
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1240.0070575178217
baseline,1240.0070575178217
baseline,1240.0070575178217
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1260.0071713487544
baseline,1240.0070575178217
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1240.0070575178217
baseline,1240.0070575178217
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1240.0070575178217
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1240.0070575178217
baseline,1240.0070575178217
baseline,1240.0070575178217
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1240.0070575178217
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1240.0070575178217
baseline,1240.0070575178217
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1240.0070575178217
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1240.0070575178217
baseline,1250.007114433288
baseline,1240.0070575178217
baseline,1260.0071713487544
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1240.0070575178217
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1240.0070575178217
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1240.0070575178217
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1240.0070575178217
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1240.0070575178217
baseline,1240.0070575178217
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1240.0070575178217
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1240.0070575178217
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1240.0070575178217
baseline,1240.0070575178217
baseline,1240.0070575178217
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1240.0070575178217
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1240.0070575178217
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1240.0070575178217
baseline,1250.007114433288
baseline,1240.0070575178217
baseline,1240.0070575178217
baseline,1240.0070575178217
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1240.0070575178217
baseline,1240.0070575178217
baseline,1240.0070575178217
baseline,1250.007114433288
baseline,1240.0070575178217
baseline,1240.0070575178217
baseline,1240.0070575178217
baseline,1240.0070575178217
baseline,1240.0070575178217
baseline,1240.0070575178217
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1240.0070575178217
baseline,1240.0070575178217
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1240.0070575178217
baseline,1240.0070575178217
baseline,1250.007114433288
baseline,1240.0070575178217
baseline,1250.007114433288
baseline,1240.0070575178217
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1250.007114433288
baseline,1240.0070575178217
